image,question,answer,ans-hyp
synpic17664.jpg,Where are the most lung markings?,Right lung,right-lung
synpic33689.jpg,Are both kidneys visualized?,Yes,yes
synpic33689.jpg,Can you see both kidneys in this image?,Yes,yes
synpic33689.jpg,Is there evidence of calcification in the pancreas?,No,no
synpic33689.jpg,Is the pancreas calcified?,No,no
synpic27402.jpg,what test or procedure might reveal the diagnosis?,head/neck CT,head/neck-ct
synpic27402.jpg,What can be done to get to a diagnosis?,Biopsy,biopsy
synpic57935.jpg,What is your differential diagnoses?,"metastases, infection/abcess, glioblastoma","metastases,-infection/abcess,-glioblastoma"
synpic57935.jpg,What are the possible diagnoses?,"Toxoplasma, lymphoma, abscesses, other brain tumors","toxoplasma,-lymphoma,-abscesses,-other-brain-tumors"
synpic48749.jpg,Which is more likely? Cancer or hemorrhage?,Hemorrhage,hemorrhage
synpic48749.jpg,Is this cancer or hemorrhage?,Cancer,cancer
synpic32136.jpg,What is the most likely explanation for a enlarged kidney in this image?,ureteral obstruction,ureteral-obstruction
synpic32136.jpg,Why is the right kidney enlarged?,ureteral obstruction,ureteral-obstruction
synpic50848.jpg,"what is the alternate name for lens-shaped""""",lentiform,lentiform
synpic50848.jpg,What term is synonymous with lens-shaped?,Biconvex,biconvex
synpic47196.jpg,What are the hypoattenuated round structures surrounding the veterbral column?,Psoas muscles,psoas-muscles
synpic47196.jpg,What are the structures near the vertebral column?,Psoas muscles,psoas-muscles
synpic50848.jpg,What is the most likely diagnosis?,epidural hematoma,epidural-hematoma
synpic50848.jpg,What is going on with this patient?,sinusitis,sinusitis
synpic42307.jpg,Do you favor a viral process or parasitic process or other?,viral,viral
synpic42307.jpg,Is this a viral or parasitic process?,Parasitic,parasitic
synpic51774.jpg,Is the heart displaced?,No,no
synpic51774.jpg,Is the heart in the wrong position?,No,no
synpic16810.jpg,How do you determine cardiomegaly?,If the heart diameter is greater than half the diameter of the thoracic cavity.,if-the-heart-diameter-is-greater-than-half-the-diameter-of-the-thoracic-cavity.
synpic16810.jpg,How do you determine if the heart is enlarged?,C-T ratio,c-t-ratio
synpic38630.jpg,the internal gas and enhancing rim suggests what type of lesion?,abcess,abcess
synpic38630.jpg,What type of hepatic lesion has internal gas and enhancing rim?,abcess,abcess
synpic28378.jpg,"What does tram-track""-ing indictate?""",Bronchiectasis,bronchiectasis
synpic28378.jpg,What is meant by tram-track?,Thickening of bronchi,thickening-of-bronchi
synpic31248.jpg,Is there hyperinflation of the lung(s)?,No,no
synpic31248.jpg,Are the lungs increased in size?,No,no
synpic30215.jpg,Is there an aortic aneurysm?,no,no
synpic30215.jpg,Can an aortic aneurysm be appreciated?,no,no
synpic43648.jpg,How can you tell if contrast has been utilized?,CSF is brightly lit,csf-is-brightly-lit
synpic43648.jpg,What are the signs of contrast being used?,Aorta enhancement,aorta-enhancement
synpic40096.jpg,Is mass effect obvious?,Yes,yes
synpic40096.jpg,Does there seem to be a mass effect?,Yes,yes
synpic38263.jpg,The dark space in the central portion of the image represents what structure(s)?,lateral ventricles,lateral-ventricles
synpic38263.jpg,What do the dark spaces in the center show?,lateral ventricles,lateral-ventricles
synpic16810.jpg,Is there a midline shift?,No,no
synpic16810.jpg,Is the trachea shifted?,No,no
synpic51774.jpg,What indicates a pleural effusion?,costophrenic angle blunting,costophrenic-angle-blunting
synpic51774.jpg,What is a pleural effusion,Fluid in the pleural space,fluid-in-the-pleural-space
synpic32136.jpg,How can you confirm contrast was used?,aorta is bright,aorta-is-bright
synpic32136.jpg,How do you know if contrast was used?,Enhancement of vessels,enhancement-of-vessels
synpic25758.jpg,Is the vertebra fractured?,No,no
synpic25758.jpg,Is there a vertebral fracture?,No,no
synpic51774.jpg,Which way is the trachea deviating in this image?,Left,left
synpic51774.jpg,Is the trachea deviated to the right or left?,Left,left
synpic38263.jpg,Do you suspect vascular process or a genetic process?,genetic,genetic
synpic38263.jpg,Is the etiology genetic or vascular?,Vascular,vascular
synpic50848.jpg,what shape would the lesion be if this were a subdural hematoma?,crescent,crescent
synpic50848.jpg,What shape is the lesion in a subdural hematoma?,Concave,concave
synpic38630.jpg,can this patient be managed with medical therapy alone?,No,no
synpic38630.jpg,Will medical therapy be enough?,Yes,yes
synpic46539.jpg,what is the pathology?,hydropneumothorax,hydropneumothorax
synpic46539.jpg,What is abnormal in this image?,hydropneumothorax,hydropneumothorax
synpic51383.jpg,What vascular territory is the lesion?,Right MCA,right-mca
synpic51383.jpg,In what vascular territory is the lesion located?,Right MCA,right-mca
synpic44995.jpg,Is this a vascular lesion,Yes,yes
synpic44995.jpg,Does this lesion involve the vascular system?,Yes,yes
synpic22037.jpg,What is the foreign body?,a catheter,a-catheter
synpic22037.jpg,Please identify the foreign body.,a catheter,a-catheter
synpic32108.jpg,is there wall enhancement of the GB?,Yes,yes
synpic32108.jpg,Is the gallbladder wall enhanced by contrast?,Yes,yes
synpic55464.jpg,Are the lymph nodes enlarged,yes,yes
synpic55464.jpg,Is there hilar lymphadenopathy?,yes,yes
synpic51383.jpg,What neuro deficits will are predicted by image location?,"quadrantopia, aphasia, memory deficit, etc.","quadrantopia,-aphasia,-memory-deficit,-etc."
synpic51383.jpg,What deficits are suggested by the location of the lesion?,"Motor weakness, sensory deficits, and left neglect","motor-weakness,-sensory-deficits,-and-left-neglect"
synpic23989.jpg,Is this a tension pneumothorax?,No,no
synpic23989.jpg,Does this image show a tension pneumothorax?,No,no
synpic44995.jpg,what is the most likely etiology,viral/inflammatory,viral/inflammatory
synpic44995.jpg,What is most likely causing these lesions?,CVA,cva
synpic41325.jpg,where is the pathology?,In the cortex and basal ganglia bilaterally,in-the-cortex-and-basal-ganglia-bilaterally
synpic41325.jpg,Where is the pathology located?,In the cortex and basal ganglia bilaterally,in-the-cortex-and-basal-ganglia-bilaterally
synpic51926.jpg,Is there a pancreatic pseudocsyst?,No,no
synpic51926.jpg,Is there a pseudocyst in the pancreas?,No,no
synpic23989.jpg,is there tracheal deviation?,no,no
synpic23989.jpg,Is the trachea deviated?,no,no
synpic31259.jpg,what is the pathology,left lobe mass 1.5 x 1.8 cm,left-lobe-mass-1.5-x-1.8-cm
synpic31259.jpg,What is abnormal in this image?,left lobe mass 1.5 x 1.8 cm,left-lobe-mass-1.5-x-1.8-cm
synpic59131.jpg,How can you tell the mass is hemorrhagic and pushing the optic chiasm?,Not sure,not-sure
synpic59131.jpg,Where is the mass?,Pituitary fossa,pituitary-fossa
synpic19853.jpg,What is the hypodensity on the posteriolateral edge of the left kidney?,nephroblastomatosis,nephroblastomatosis
synpic19853.jpg,What is seen in the posterolateral L kidney?,nephroblastomatosis,nephroblastomatosis
synpic22156.jpg,How can you tell that one side is small Bowen and the other side is large bowel?,Location of the contrast?,location-of-the-contrast?
synpic22156.jpg,How do you know that small bowel and colon are on different sides of midline?,Haustra,haustra
synpic19114.jpg,Would you expect pleural plaques on other pleural surfaces vs just the hemithoraces?,Not sure,not-sure
synpic19114.jpg,Do you expect the patient to have plaques on other pleura as well?,Maybe,maybe
synpic19853.jpg,What are the white nodules on bilateral kidneys?,contrast,contrast
synpic19853.jpg,What are the hyperintensities seen in the bilateral kidneys?,contrast,contrast
synpic28180.jpg,What symptoms would this patient present with?,"RUQ pain, jaundice,weight loss?","ruq-pain,-jaundice,weight-loss?"
synpic28180.jpg,What did the patient likely complain of?,abdominal pain,abdominal-pain
synpic19114.jpg,What are the densities in both mid-lung fields?,pleural plaques,pleural-plaques
synpic19114.jpg,What do the densities in the lung fields represent?,pleural plaques,pleural-plaques
synpic22156.jpg,what are defining Radiological features of large bowel?,Air?,air?
synpic22156.jpg,How do you distinguish large bowel?,haustra,haustra
synpic28180.jpg,How can you tell if it’s the common bile duct vs the cystic duct?,Trace the gallbladder emptying?,trace-the-gallbladder-emptying?
synpic28180.jpg,What differentiates the common bile duct and cystic duct?,cystic duct is more tortuous,cystic-duct-is-more-tortuous
synpic28180.jpg,What are common causes of cystic and cbd obstruction?,"Tumors, gallstones","tumors,-gallstones"
synpic28180.jpg,What can cause these findings on imaging?,"Stones, cancer, infection, anatomic variants","stones,-cancer,-infection,-anatomic-variants"
synpic52732.jpg,Is gray or white matter highlighted in this image?,Gray matter,gray-matter
synpic52732.jpg,"Which is highlighted in this image, white or gray matter?",Gray matter,gray-matter
synpic17848.jpg,What lung are the pulmonary nodules in?,Bilateral lungs,bilateral-lungs
synpic17848.jpg,Where are the nodules located?,Bilateral lungs,bilateral-lungs
synpic59131.jpg,Do the two findings have the same etiology?,yes,yes
synpic59131.jpg,Is there a unified process?,No,no
synpic22156.jpg,What are defining radiological features of the small bowel?,Not sure,not-sure
synpic22156.jpg,How do you identify small bowel?,plicae circulares,plicae-circulares
synpic19114.jpg,Are there any abnormalities with the shape of the aortic arch?,No,no
synpic19114.jpg,Is the aortic arch shape abnormal?,No,no
synpic35191.jpg,Why does less enhancement mean less acute?,More acute means more inflammation-leading to enhancement?,more-acute-means-more-inflammation-leading-to-enhancement?
synpic35191.jpg,What makes a lesion less acute?,Less enhancement,less-enhancement
synpic49862.jpg,How do you know this is a T2 weighted image?,CSF is white.,csf-is-white.
synpic49862.jpg,What tells you that the image is T2?,White versus grey matter brightness,white-versus-grey-matter-brightness
synpic17693.jpg,What are the lesions indicative of?,Adenopathy,adenopathy
synpic17693.jpg,What are the lesions consistent with?,Infection,infection
synpic35191.jpg,Is this an infectious process?,Maybe,maybe
synpic35191.jpg,Does this represent infectious process?,Yes,yes
synpic17693.jpg,Where are the lesions located?,Paratracheal area,paratracheal-area
synpic17693.jpg,Where are the lesions?,Paratracheal area,paratracheal-area
synpic19853.jpg,How common is bilateral Wilms?,Not sure.,not-sure.
synpic19853.jpg,About how often do you see bilateral Wilms tumor?,0.05,0.05
synpic31394.jpg,How would you describe the pathology seen in the above image?,"Rounded, well-defined pulmonary nodules varying in size and pattern","rounded,-well-defined-pulmonary-nodules-varying-in-size-and-pattern"
synpic31394.jpg,What is the pathology seen in this image?,pulmonary nodules,pulmonary-nodules
synpic17145.jpg,What is the pathology seen above?,bilateral pleural effusion,bilateral-pleural-effusion
synpic17145.jpg,What abnormality is seen in this image?,bilateral pleural effusion,bilateral-pleural-effusion
synpic18896.jpg,Is the patient's heart enlarged?,No,no
synpic18896.jpg,Does the heart look enlarged?,No,no
synpic23631.jpg,Is there any bleeding in this patient's brain?,No,no
synpic23631.jpg,Is there bleeding present in this patient's brain?,No,no
synpic59536.jpg,What brain structures would be affected by the lesion in the right frontal area of the brain?,basal ganglia (caudate and putamen),basal-ganglia-(caudate-and-putamen)
synpic59536.jpg,Which brain structures could be affected by the lesion located in the right frontal brain area?,basal ganglia (caudate and putamen),basal-ganglia-(caudate-and-putamen)
synpic56422.jpg,Where do we see multiple infarcts in the above image?,Cerebellum,cerebellum
synpic56422.jpg,Location of the multiple infarcts?,Cerebellum,cerebellum
synpic27277.jpg,What organ system is shown in the above image?,cardiopulmonary,cardiopulmonary
synpic27277.jpg,The image shows what organ system?,cardiopulmonary,cardiopulmonary
synpic24248.jpg,Does the patient have ascites?,yes,yes
synpic24248.jpg,Is there ascites present?,yes,yes
synpic27277.jpg,In what position was the patient in when this image was taken?,Semi-upright position,semi-upright-position
synpic27277.jpg,What position is the patient in for this image?,Semi-upright position,semi-upright-position
synpic20375.jpg,Can gray-white differentiation be well assessed with this image?,No,no
synpic20375.jpg,Is there significant difference between gray and white matter here?,Yes,yes
synpic17675.jpg,What indicates there is no pleural effusion present?,Sharp costophrenic angles,sharp-costophrenic-angles
synpic17675.jpg,What sign determines the absence of a pleural effusion?,Sharp costophrenic angles,sharp-costophrenic-angles
synpic56116.jpg,Is the occipital lobe visible in this image?,No,no
synpic56116.jpg,Is the occipital lobe present?,No,no
synpic57237.jpg,Is there infiltrate in the sinuses?,No,no
synpic57237.jpg,Are the sinuses abnormal?,No,no
synpic45544.jpg,What lobe is the infarct in?,Right parietal,right-parietal
synpic45544.jpg,Which lobe is infarcted,Right parietal,right-parietal
synpic28277.jpg,What is the organ pictured superior to the aorta?,horsehoe kidney,horsehoe-kidney
synpic28277.jpg,What is above the aorta in this image?,horsehoe kidney,horsehoe-kidney
synpic56116.jpg,Where in the cortex are the lesions present?,Diffuse,diffuse
synpic56116.jpg,Which cerebral cortex contains the lesion?,Diffuse,diffuse
synpic47974.jpg,Why is there air seen in the bottom of the image?,Posterior lung seen in the image section,posterior-lung-seen-in-the-image-section
synpic47974.jpg,Why is free air present in the image?,Pneumothorax,pneumothorax
synpic57237.jpg,Is cerebral cortex present in this image?,No,no
synpic57237.jpg,Can the cerebral cortex be visualized at this level?,No,no
synpic33331.jpg,Is the hyperinflation unilateral or bilateral?,bilateral,bilateral
synpic33331.jpg,Is the lung hyperinflated on one or both sides?,both sides,both-sides
synpic26413.jpg,Are the lines seen on the exterior or interior of the patient?,Exterior,exterior
synpic26413.jpg,Are the lines in the image inside or outside of the patient?,Outside,outside
synpic26413.jpg,What indicates there is a consolidation in the right lung?,"blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border","blunting-of-the-costophrenic-angle,-loss-of-the-right-hemidiaphragm-and-right-heart-border"
synpic26413.jpg,What is the observed sign of pulmonary consolidation on the right side?,"blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border","blunting-of-the-costophrenic-angle,-loss-of-the-right-hemidiaphragm-and-right-heart-border"
